name,url,neighborhood,cuisine,review_count,time_window
"Spicy Bite","http://www.opentable.com/spicy-bite?p=4&sd=2014-11-14 19:30&rid=94156&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Indian","",0:00
"Star India","http://www.opentable.com/star-india?p=4&sd=2014-11-14 19:30&rid=83107&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Indian","",0:00
"Kitchen Story","http://www.opentable.com/kitchen-story?p=4&sd=2014-11-14 19:30&rid=96913&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Castro","Californian","86 reviews",0:00
"Osso Steakhouse","http://www.opentable.com/osso-steakhouse?p=4&sd=2014-11-14 19:30&rid=103699&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Steakhouse","103 reviews",0:00
"1760","http://www.opentable.com/1760?p=4&sd=2014-11-14 19:30&rid=106030&pt=100,100,100,100,100&d=11/14/2014 17:45:00,,11/14/2014 21:15:00,11/14/2014 17:30:00,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Russian Hill","Contemporary American","150 reviews",3:30
"The Coachman","http://www.opentable.com/the-coachman?p=4&sd=2014-11-14 19:30&rid=111322&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","British","50 reviews",0:00
"Belcampo","http://www.opentable.com/belcampo?p=4&sd=2014-11-14 19:30&rid=148267&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","American","19 reviews",0:00
"Campton Place","http://www.opentable.com/campton-place?p=4&sd=2014-11-14 19:30&rid=30&pt=100,100,100,100,100&d=11/14/2014 18:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Californian","113 reviews",1:01
"Sutro's at the Cliff House","http://www.opentable.com/sutros-at-the-cliff-house?p=4&sd=2014-11-14 19:30&rid=3411&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","American","377 reviews",0:00
"Park Tavern","http://www.opentable.com/park-tavern-san-francisco?p=4&sd=2014-11-14 19:30&rid=66796&pt=100,100,100,100,100&d=,,11/14/2014 21:15:00,,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","American","276 reviews",4:16
"NEPTUNE's Waterfront Grill & Bar","http://www.opentable.com/neptunes-waterfront-grill-and-bar?p=4&sd=2014-11-14 19:30&rid=78865&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Fisherman's Wharf","Californian","40 reviews",0:00
"Cana SF","http://www.opentable.com/cana-sf?p=4&sd=2014-11-14 19:30&rid=102286&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Potrero Hill / Dogpatch","Latin / Spanish","50 reviews",0:00
"Le Colonial","http://www.opentable.com/le-colonial-san-francisco?p=4&sd=2014-11-14 19:30&rid=37&pt=100,100,100,1000,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 17:30:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Vietnamese","190 reviews",0:00
"Cafe Tiramisu","http://www.opentable.com/cafe-tiramisu?p=4&sd=2014-11-14 19:30&rid=167&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Italian","70 reviews",0:00
"Rose Pistola","http://www.opentable.com/rose-pistola?p=4&sd=2014-11-14 19:30&rid=376&pt=100,100,100,1000,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","112 reviews",0:00
"Eclipse at the Hyatt Regency","http://www.opentable.com/eclipse-at-the-hyatt-regency?p=4&sd=2014-11-14 19:30&rid=487&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","American","19 reviews",0:00
"Il Fornaio - San Francisco","http://www.opentable.com/il-fornaio-san-francisco?p=4&sd=2014-11-14 19:30&rid=688&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Italian","70 reviews",0:30
"Level III","http://www.opentable.com/level-iii?p=4&sd=2014-11-14 19:30&rid=1344&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Californian","3 reviews",0:00
"LuLu","http://www.opentable.com/lulu?p=4&sd=2014-11-14 19:30&rid=1913&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Provencal","90 reviews",0:00
"CIRCA","http://www.opentable.com/circa?p=4&sd=2014-11-14 19:30&rid=2043&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Contemporary American","17 reviews",0:00
"McCormick & Kuleto's Seafood Restaurant","http://www.opentable.com/mccormick-and-kuletos-seafood-restaurant?p=4&sd=2014-11-14 19:30&rid=2064&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Fisherman's Wharf","Seafood","229 reviews",0:00
"First Crush Restaurant Wine Bar & Lounge","http://www.opentable.com/first-crush-restaurant-wine-bar-and-lounge?p=4&sd=2014-11-14 19:30&rid=2089&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Californian","97 reviews",0:00
"Luna Park - San Francisco","http://www.opentable.com/luna-park-san-francisco?p=4&sd=2014-11-14 19:30&rid=2197&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","American","63 reviews",0:00
"Parallel 37","http://www.opentable.com/parallel-37?p=4&sd=2014-11-14 19:30&rid=2311&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","American","58 reviews",0:00
"Butterfly, The Embarcadero","http://www.opentable.com/butterfly-the-embarcadero?p=4&sd=2014-11-14 19:30&rid=2534&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Pan-Asian","88 reviews",0:00
"Town Hall","http://www.opentable.com/town-hall-san-francisco?p=4&sd=2014-11-14 19:30&rid=2777&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","American","188 reviews",0:00
"Urban Tavern","http://www.opentable.com/urban-tavern?p=4&sd=2014-11-14 19:30&rid=2870&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Gastro Pub","80 reviews",0:00
"Morton's The Steakhouse - San Francisco","http://www.opentable.com/mortons-the-steakhouse-san-francisco?p=4&sd=2014-11-14 19:30&rid=2897&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Steakhouse","160 reviews",0:30
"Aziza","http://www.opentable.com/aziza?p=4&sd=2014-11-14 19:30&rid=3174&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 20:15:00,11/14/2014 17:45:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Moroccan","198 reviews",1:45
"Colibri - Mexican Bistro","http://www.opentable.com/colibri-mexican-bistro?p=4&sd=2014-11-14 19:30&rid=3326&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 20:00:00,11/14/2014 18:00:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Mexican / Southwestern","151 reviews",1:30
"Regalito Rosticeria","http://www.opentable.com/regalito-rosticeria?p=4&sd=2014-11-14 19:30&rid=31891&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Mexican","36 reviews",0:00
"Bartlett Hall","http://www.opentable.com/bartlett-hall?p=4&sd=2014-11-14 19:30&rid=118126&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","American","67 reviews",0:00
"PABU","http://www.opentable.com/pabu-san-francisco?p=4&sd=2014-11-14 19:30&rid=145846&pt=100,100,100,100,100&d=11/14/2014 18:15:00,,11/14/2014 19:45:00,11/14/2014 17:45:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Japanese","299 reviews",1:30
"Espetus Churrascaria - San Francisco","http://www.opentable.com/espetus-churrascaria-san-francisco?p=4&sd=2014-11-14 19:30&rid=3899&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Brazilian Steakhouse","163 reviews",0:00
"Ristobar","http://www.opentable.com/ristobar?p=4&sd=2014-11-14 19:30&rid=4121&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Italian","39 reviews",0:00
"Range","http://www.opentable.com/range?p=4&sd=2014-11-14 19:30&rid=4221&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,11/14/2014 22:00:00,11/14/2014 17:45:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Californian","199 reviews",4:01
"L'Olivier","http://www.opentable.com/lolivier?p=4&sd=2014-11-14 19:30&rid=4633&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","French","26 reviews",0:00
"Red Dog","http://www.opentable.com/red-dog?p=4&sd=2014-11-14 19:30&rid=109618&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Contemporary American","84 reviews",0:00
"Stock in Trade","http://www.opentable.com/stock-in-trade?p=4&sd=2014-11-14 19:30&rid=110857&pt=1000,1000,100,1000,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","American","55 reviews",0:00
"Press Club","http://www.opentable.com/press-club?p=4&sd=2014-11-14 19:30&rid=113359&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,,11/14/2014 17:45:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Bar / Lounge / Bottle Service","",4:01
"Izakaya Kou","http://www.opentable.com/izakaya-kou?p=4&sd=2014-11-14 19:30&rid=117721&pt=100,100,100,100,100&d=11/14/2014 18:45:00,,11/14/2014 20:45:00,11/14/2014 18:30:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Western Addition","Japanese","39 reviews",2:00
"Nob Hill Club at the Mark Hopkins","http://www.opentable.com/nob-hill-club-at-the-mark-hopkins?p=4&sd=2014-11-14 19:30&rid=129346&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Californian","5 reviews",0:00
"Schroeder's","http://www.opentable.com/schroeders?p=4&sd=2014-11-14 19:30&rid=139873&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:15:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","German","51 reviews",0:00
"Lark Creek Steak","http://www.opentable.com/lark-creek-steak?p=4&sd=2014-11-14 19:30&rid=7405&pt=100,100,100,1000,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 17:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Steak","121 reviews",0:00
"Laurel Court Restaurant & Bar - Fairmont San Francisco","http://www.opentable.com/laurel-court-restaurant-and-bar-fairmont-san-francisco?p=4&sd=2014-11-14 19:30&rid=7983&pt=100,100,100,1000,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Californian","118 reviews",0:00
"Presidio Social Club","http://www.opentable.com/presidio-social-club?p=4&sd=2014-11-14 19:30&rid=10060&pt=100,100,100,100,100&d=11/14/2014 18:15:00,,11/14/2014 20:15:00,11/14/2014 18:00:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","American","179 reviews",2:00
"Blowfish Sushi - SF","http://www.opentable.com/blowfish-sushi-sf?p=4&sd=2014-11-14 19:30&rid=17194&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Japanese","102 reviews",0:00
"Betelnut Pejiu Wu","http://www.opentable.com/betelnut-pejiu-wu?p=4&sd=2014-11-14 19:30&rid=17410&pt=100,100,100,100,100&d=11/14/2014 18:00:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 17:45:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Pan-Asian","81 reviews",0:00
"Indian Oven - Haight","http://www.opentable.com/indian-oven-haight?p=4&sd=2014-11-14 19:30&rid=30037&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Haight","Indian","5 reviews",0:00
"Wexler's","http://www.opentable.com/wexlers?p=4&sd=2014-11-14 19:30&rid=30043&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Barbecue","47 reviews",0:00
"Bisou","http://www.opentable.com/bisou?p=4&sd=2014-11-14 19:30&rid=35977&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Castro","French","97 reviews",0:00
"Palmyra","http://www.opentable.com/palmyra-san-francisco?p=4&sd=2014-11-14 19:30&rid=112999&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Haight","Mediterranean","2 reviews",0:00
"Stones Throw","http://www.opentable.com/stones-throw?p=4&sd=2014-11-14 19:30&rid=114490&pt=100,100,100,100,100&d=11/14/2014 17:45:00,,11/14/2014 21:15:00,11/14/2014 17:30:00,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Russian Hill","American","143 reviews",3:30
"Alta CA","http://www.opentable.com/alta-ca?p=4&sd=2014-11-14 19:30&rid=115105&pt=100,100,100,100,100&d=11/14/2014 17:30:00,,11/14/2014 21:30:00,11/14/2014 17:00:00,11/14/2014 22:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","American","157 reviews",4:00
"Tosca Cafe","http://www.opentable.com/tosca-cafe-san-francisco?p=4&sd=2014-11-14 19:30&rid=148891&pt=100,100,100,100,100&d=,,11/14/2014 22:00:00,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","190 reviews",5:02
"Thirsty Bear","http://www.opentable.com/thirsty-bear?p=4&sd=2014-11-14 19:30&rid=2&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Spanish","53 reviews",1:00
"Alegrias Food from Spain","http://www.opentable.com/alegrias-food-from-spain?p=4&sd=2014-11-14 19:30&rid=338&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 20:00:00,11/14/2014 18:45:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Tapas / Small Plates","50 reviews",0:45
"Destino","http://www.opentable.com/destino?p=4&sd=2014-11-14 19:30&rid=443&pt=100,100,100,100,100&d=11/14/2014 18:45:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Castro","Latin American","24 reviews",0:00
"Amarena","http://www.opentable.com/amarena?p=4&sd=2014-11-14 19:30&rid=1321&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Russian Hill","Italian","62 reviews",0:00
"Ozumo - San Francisco","http://www.opentable.com/ozumo-san-francisco?p=4&sd=2014-11-14 19:30&rid=1414&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 20:00:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Japanese","166 reviews",0:45
"Hornblower Cruises & Events","http://www.opentable.com/hornblower-cruises-and-events-san-francisco?p=4&sd=2014-11-14 19:30&rid=2432&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Californian","",5:02
"Catch","http://www.opentable.com/catch-san-francisco?p=4&sd=2014-11-14 19:30&rid=2985&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Castro","Seafood","123 reviews",0:00
"Perbacco","http://www.opentable.com/perbacco-san-francisco?p=4&sd=2014-11-14 19:30&rid=7288&pt=100,100,100,100,100&d=11/14/2014 18:15:00,,11/14/2014 20:30:00,11/14/2014 18:00:00,11/14/2014 20:45:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Italian","413 reviews",2:15
"Farina","http://www.opentable.com/farina?p=4&sd=2014-11-14 19:30&rid=7656&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Italian","67 reviews",0:00
"Blue Mermaid - Argonaut Hotel","http://www.opentable.com/blue-mermaid-argonaut-hotel?p=4&sd=2014-11-14 19:30&rid=28999&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Fisherman's Wharf","Seafood","35 reviews",0:00
"Lupa Trattoria","http://www.opentable.com/lupa-trattoria?p=4&sd=2014-11-14 19:30&rid=44572&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Noe Valley","Italian","41 reviews",0:00
"Colombini Italian Cafe & Bistro - Nob Hill Hotel","http://www.opentable.com/colombini-italian-cafe-and-bistro-nob-hill-hotel?p=4&sd=2014-11-14 19:30&rid=50749&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Italian","17 reviews",2:01
"Capo's Chicago Pizza & Fine Italian Dinners","http://www.opentable.com/capos-chicago-pizza-and-fine-italian-dinners?p=4&sd=2014-11-14 19:30&rid=144508&pt=100,100,100,100,100&d=,,11/14/2014 21:30:00,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","76 reviews",5:02
"The Palace","http://www.opentable.com/the-palace-san-francisco?p=4&sd=2014-11-14 19:30&rid=149782&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Californian","20 reviews",0:30
"La Nebbia Restaurant","http://www.opentable.com/la-nebbia-restaurant?p=4&sd=2014-11-14 19:30&rid=152689&pt=100,100,100,100,100&d=11/14/2014 18:00:00,11/14/2014 19:30:00,11/14/2014 21:30:00,11/14/2014 17:30:00,11/14/2014 22:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Noe Valley","Italian","23 reviews",0:00
"Otoro Sushi","http://www.opentable.com/otoro-sushi?p=4&sd=2014-11-14 19:30&rid=59368&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Japanese","63 reviews",0:00
"Baby Blues BBQ - SF","http://www.opentable.com/baby-blues-bbq-sf?p=4&sd=2014-11-14 19:30&rid=66331&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Bernal Heights","Barbecue","10 reviews",0:00
"750 Restaurant & Bar","http://www.opentable.com/750-restaurant-and-bar?p=4&sd=2014-11-14 19:30&rid=67774&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","American","4 reviews",0:00
"Aperto","http://www.opentable.com/aperto?p=4&sd=2014-11-14 19:30&rid=37105&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Potrero Hill / Dogpatch","Italian","79 reviews",1:00
"Clay Oven Indian Restaurant - West Portal","http://www.opentable.com/clay-oven-indian-restaurant-west-portal?p=4&sd=2014-11-14 19:30&rid=44941&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Forest Hill / West Portal","Indian","1 review",0:00
"Bistro Central Parc - SF","http://www.opentable.com/bistro-central-parc-sf?p=4&sd=2014-11-14 19:30&rid=49426&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 20:30:00,11/14/2014 18:00:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Panhandle / USF","French","73 reviews",2:00
"Gaylord India Restaurant - SF","http://www.opentable.com/gaylord-india-restaurant-sf?p=4&sd=2014-11-14 19:30&rid=51205&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Indian","22 reviews",0:00
